"plate","state","license_type","summons_number","issue_date","violation_time","violation","precinct","county","issuing_agency"
"3578893","IN","PAS","9137703900","09/03/2024","08:35A","NO STOPPING-DAY/TIME LIMITS","019","NY","TRAFFIC"
"S1934480","GA","PAS","9137750951","06/19/2024",,,,,
"BLANKPLATE","99","999","9137807870","07/15/2024","08:59A","FIRE HYDRANT","070","K","TRAFFIC"
"LXG3383","PA","PAS","9137837989","07/05/2024",,,,,
"JG3484","WA","PAS","9137843679","06/27/2024",,,,,
"SCH4659","TX","PAS","9137844684","07/01/2024",,,,,
"LZH5934","PA","PAS","9137864166","07/09/2024",,,,,
"JTE4671","PA","PAS","9137867295","06/27/2024",,,,,
"T783027C","NY","OMT","9137956681","06/27/2024","12:02P","DOUBLE PARKING","010","NY","TRAFFIC"
"P14SKZ","QB","PAS","9137969365","07/13/2024",,,,,
"R52RMZ","NJ","PAS","9137991401","06/21/2024",,,,,
"8EN4160","MD","PAS","9138000088","06/24/2024",,,,,
"TFN190B","NM","PAS","9138006005","09/21/2024","04:04P","FIRE HYDRANT","014","NY","TRAFFIC"
"953ZVO","CT","PAS","9138049284","07/07/2024",,,,,
"5091024","NH","PAS","9138057098","07/01/2024",,,,,
"B78NLW","NJ","PAS","9138064194","07/13/2024",,,,,
"NH752F","NJ","PAS","9138097242","07/22/2024",,,,,
"VZF2538","VA","PAS","9138137069","07/15/2024",,,,,
"F18UTB","NJ","PAS","9138174169","07/10/2024","07:18A","SIDEWALK","102","Q","TRAFFIC"
"AFK1635","WA","PAS","9138179600","08/13/2024","09:54A","FAIL TO DSPLY MUNI METER RECPT","107","Q","TRAFFIC"
"ZRE6706","PA","PAS","9138207722","07/15/2024",,,,,
"2AU152","SD","PAS","9138249285","07/13/2024",,,,,
"DQ71976","IL","PAS","9138272544","06/25/2024",,,,,
"KTN2506","NY","PAS","9138359534","11/19/2025","10:37A","FIRE HYDRANT","024","NY","TRAFFIC"
"CBZ6296","WA","PAS","9138367026","06/27/2024",,,,,
"TKX4196","VA","PAS","9138401137","07/12/2024","02:34P","BIKE LANE","048","BX","TRAFFIC"
"Q272369","OH","PAS","9138412792","07/17/2024",,,,,
"BA59039","IL","PAS","9138454269","09/18/2024","03:22P","VIN OBSCURED","066","K","TRAFFIC"
"WZV48H","NJ","PAS","9138467537","07/23/2024",,,,,
"BG373369","CT","999","9138504261","07/10/2024",,,,,
"2026654","IN","PAS","9138578554","07/09/2024",,,,,
"1E9285","HI","PAS","9138694748","07/27/2024","09:09A","FAIL TO DSPLY MUNI METER RECPT","020","NY","TRAFFIC"
"S09578H","OH","PAS","9138733249","07/05/2024",,,,,
"3JJG87","MA","999","9138782637","07/05/2024",,,,,
"37068N","VA","PAS","9138823263","07/09/2024",,,,,
"S91TAS","NJ","PAS","9138935533","07/02/2024",,,,,
"BLANKPLATE","99","999","9138957553","07/05/2024","02:14P","SAFETY ZONE","001","NY","TRAFFIC"
"A74MJG","NJ","PAS","9138989372","07/03/2024","01:21P","FIRE HYDRANT","025","NY","TRAFFIC"
"AP39993","CT","PAS","9139006438","06/29/2024",,,,,
"S1908307","GA","PAS","9139013170","06/26/2024",,,,,
"BG38415","CT","PAS","9139067282","07/17/2024",,,,,
"UJA5472","VA","PAS","9139082568","07/06/2024",,,,,
"00331S0","NJ","PAS","9139084899","07/17/2024",,,,,
"G36MMN","NJ","PAS","9139207651","07/11/2024",,,,,
"S1959270","GA","PAS","9139273933","07/14/2024",,,,,
"KRV5164","FL","PAS","9139282831","06/28/2024",,,,,
"PLO80Z","FL","PAS","9139382254","06/29/2024",,,,,
"30023753","NC","PAS","9139386156","07/02/2024",,,,,
"1DUT07","NJ","PAS","9139441155","07/02/2024",,,,,
"C67RJP","NJ","PAS","9139456195","06/25/2024",,,,,
"M42RSK","NJ","PAS","9139472486","07/27/2024","02:36P","EXPIRED MUNI METER","018","NY","TRAFFIC"
"YNU1998","VA","PAS","9139532562","07/15/2024",,,,,
"EPR7079","PA","PAS","9139533852","07/24/2024",,,,,
"TN110866","AL","PAS","9139546664","06/24/2024",,,,,
"LCG1683","NY","PAS","9139586959","07/03/2024",,,,,
"S1955211","GA","PAS","9139600038","06/26/2024",,,,,
"S1957186","GA","PAS","9139608270","07/12/2024",,,,,
"D7436","DE","PAS","9139617087","07/10/2024",,,,,
"MALIK","DE","PAS","9139630365","06/27/2024","08:00P","CROSSWALK","112","Q","TRAFFIC"
"CG18L60","CA","PAS","9139631928","07/04/2024",,,,,
"427034","RI","PAS","9139641879","06/28/2024",,,,,
"KATD0WG","PA","PAS","9139697290","08/01/2024","12:52P","FAIL TO DSPLY MUNI METER RECPT","017","NY","TRAFFIC"
"718QKQ","TN","PAS","9139700793","06/26/2024",,,,,
"3690PX","OR","PAS","9139701657","06/27/2024",,,,,
"BB37419","CT","PAS","9139703265","06/30/2024",,,,,
"4015807","ME","PAS","9139726101","09/07/2024","10:21A","DETACHED TRAILER","040","BX","TRAFFIC"
"X50KLV","NJ","PAS","9139734602","10/10/2024","05:57A","NO STANDING-DAY/TIME LIMITS","023","NY","TRAFFIC"
"NCN2581","PA","PAS","9139785191","06/26/2024",,,,,
"U670314","TN","PAS","9139807903","06/27/2024",,,,,
"TVX5676","VA","PAS","9139845783","08/02/2024","01:29P","FIRE HYDRANT","084","K","TRAFFIC"
"BJ63538","CT","PAS","9139858376","07/16/2024",,,,,
"MLR3698","PA","PAS","9139861806","07/24/2024",,,,,
"3171039B","IL","PAS","9139875386","07/12/2024",,,,,
"LYZ7667","PA","PAS","9139975083","07/11/2024",,,,,
"3663793","IN","PAS","9140000394","07/05/2024",,,,,
"S1936398","GA","PAS","9140012268","07/12/2024",,,,,
"0D285","RI","PAS","9140026802","08/02/2024","12:37P","NO PARKING-STREET CLEANING","023","NY","TRAFFIC"
"C295654","CT","CMB","9140051419","07/10/2024",,,,,
"99616MM","NY","COM","9140053015","07/23/2024","01:49P","DOUBLE PARKING","028","NY","TRAFFIC"
"179XCR","AR","PAS","9140060421","06/25/2024",,,,,
"KHH992","VT","PAS","9140063082","06/30/2024",,,,,
"XNY8113","PA","PAS","9140081450","06/30/2024",,,,,
"AE56213","AZ","PAS","9140243825","07/13/2024","01:03P","FIRE HYDRANT","114","Q","TRAFFIC"
"XHXH50","NJ","PAS","9140255499","07/01/2024",,,,,
"LRN484","MS","PAS","9140318539","07/17/2024",,,,,
"BLANKPLATE","99","999","9140374180","07/17/2024","12:12P","FRONT OR BACK PLATE MISSING","043","BX","TRAFFIC"
"JSNR84","FL","PAS","9140478660","07/09/2024",,,,,
"33108NA","NY","COM","9140499376","08/05/2024","08:17A","CROSSWALK","014","NY","TRAFFIC"
"KKA804","VT","PAS","9140652361","07/10/2024",,,,,
"S1945286","GA","PAS","9140659069","07/24/2024",,,,,
"273TB8","NY","MOT","9140673364","08/04/2024","11:44A","SIDEWALK","067","K","TRAFFIC"
"2603DE","CT","CMB","9140676250","07/09/2024",,,,,
"G1769M","FL","PAS","9140687314","07/23/2024",,,,,
"PT620G2","PA","PAS","9140701049","07/18/2024",,,,,
"A877635","IL","PAS","9140752185","07/10/2024",,,,,
"HPF8826","PA","PAS","9140799645","08/12/2024","07:05A","FIRE HYDRANT","025","NY","TRAFFIC"
"BG64565","CT","COM","9140817015","07/10/2024",,,,,
"5KEJ61","MA","PAS","9140819863","07/20/2024","01:41P","FIRE HYDRANT","020","NY","TRAFFIC"
"KHE9995","PA","PAS","9140880096","10/01/2024","06:44P","FIRE HYDRANT","067","K","TRAFFIC"
"AC3176","MS","PAS","9140904167","07/25/2024","09:06A","FIRE HYDRANT","083","K","TRAFFIC"
"G9841L","FL","PAS","9140905925","07/21/2024",,,,,
"1A0TXWU","AL","PAS","9140946290","07/05/2024",,,,,
"DH57750","IL","PAS","9140948365","07/13/2024",,,,,
"163126","DE","PAS","9141008698","07/18/2024",,,,,
"A530690","MS","PAS","9141015368","07/24/2024",,,,,
"K842554","IL","PAS","9141027670","07/12/2024",,,,,
"AW57807","CT","PAS","9141068488","08/11/2024","06:42A","FIRE HYDRANT","023","NY","TRAFFIC"
"DT76246","AL","PAS","9141102563","07/11/2024",,,,,
"S1956979","GA","PAS","9141120061","07/02/2024",,,,,
"J92VPL","NJ","PAS","9141193805","07/28/2025","05:52A","FIRE HYDRANT","107","Q","TRAFFIC"
"CGP1864","GA","PAS","9141231041","07/09/2024",,,,,
"HCT5533","OH","PAS","9141271117","07/06/2024",,,,,
"GKP5578","NY","PAS","9141273760","07/13/2024",,,,,
"P38PUP","NJ","PAS","9141305395","07/03/2024",,,,,
"17H26","IN","PAS","9141506121","07/10/2024",,,,,
"63225MK","NY","COM","9141544523","08/07/2024","09:25A","DOUBLE PARKING","006","NY","TRAFFIC"
"7AHLU9","CT","PAS","9141575611","07/09/2024",,,,,
"L60UDS","NJ","PAS","9141605081","07/03/2024",,,,,
"S1910785","GA","PAS","9141605159","07/04/2024",,,,,
"LKX7105","PA","PAS","9141637574","07/18/2024",,,,,
"312583","RI","PAS","9141648298","07/03/2024",,,,,
"LWV9076","PA","PAS","9141653233","07/10/2024",,,,,
"6X30C8","TN","PAS","9141686056","07/16/2024",,,,,
"LLJ2475","NY","PAS","9141735535","07/07/2024",,,,,
"572634","DE","PAS","9141752223","07/26/2024","12:38P","NO PARKING-STREET CLEANING","081","K","TRAFFIC"
"KJB8063","OH","PAS","9141760001","07/01/2024",,,,,
"D84SXJ","NJ","PAS","9141929081","07/17/2024",,,,,
"2LTG24","MA","PAS","9141964202","08/09/2024","08:51A","NO PARKING-STREET CLEANING","090","K","TRAFFIC"
"5187870","ME","PAS","9141968621","07/27/2024","07:11A","DETACHED TRAILER","105","Q","TRAFFIC"
"AH46598","PA","PAS","9141981078","07/13/2024",,,,,
"BLANKPLATE","99","999","9142012569","08/05/2024","07:03P","BIKE LANE","046","BX","TRAFFIC"
"AE66241","AZ","PAS","9142066580","07/22/2024","08:59A","DOUBLE PARKING","006","NY","TRAFFIC"
"XKYT98","NJ","PAS","9142081981","10/02/2024","10:11A","DOUBLE PARKING","006","NY","TRAFFIC"
"718QKQ","TN","PAS","9142107740","07/15/2024",,,,,
"XPVD90","NJ","PAS","9142133920","08/09/2024","11:01A","NO STANDING-BUS LANE","014","NY","TRAFFIC"
"S1949868","GA","PAS","9142177443","07/25/2024","12:37P","DOUBLE PARKING","019","NY","TRAFFIC"
"JLH6101","PA","PAS","9142314240","07/24/2024",,,,,
"RPM1497","GA","PAS","9142335530","07/16/2024",,,,,
"GPF2590","OH","PAS","9142338712","07/31/2024","10:23A","FIRE HYDRANT","013","NY","TRAFFIC"
"BQ31SY","FL","PAS","9142400788","07/10/2024",,,,,
"XME698","CT","DLR","9142414568","07/28/2024","12:03P","FIRE HYDRANT","019","NY","TRAFFIC"
"HKUU70","FL","PAS","9142481776","07/10/2024",,,,,
"MLZ8719","PA","PAS","9142566381","07/17/2024","12:17P","FIRE HYDRANT","102","Q","TRAFFIC"
"J72RXW","NJ","PAS","9142577706","08/10/2024","11:23A","DETACHED TRAILER","100","Q","TRAFFIC"
"THK3825","VA","PAS","9142592483","08/14/2024","09:12A","VIN OBSCURED","102","Q","TRAFFIC"
"AU17056","CT","PAS","9142621653","08/06/2024","03:14P","FIRE HYDRANT","109","Q","TRAFFIC"
"7639BFO","AL","PAS","9142641287","07/15/2024",,,,,
"A99KCN","NJ","PAS","9142696987","07/26/2024","08:40A","FIRE HYDRANT","006","NY","TRAFFIC"
"BLANKPLATE","99","999","9142730843","07/23/2024","09:24P","FRONT OR BACK PLATE MISSING","014","NY","TRAFFIC"
"99616MM","NY","COM","9142782030","07/22/2024","06:07P","DOUBLE PARKING","028","NY","TRAFFIC"
"JVE2035","PA","PAS","9142785583","07/13/2024",,,,,
"CQ60881","IL","PAS","9142792101","07/26/2024","02:57P","EXPIRED MUNI METER","023","NY","TRAFFIC"
"LNN9400","PA","PAS","9142800213","07/11/2024",,,,,
"S1689311","GA","PAS","9142830473","07/09/2024",,,,,
"S1945286","GA","PAS","9142851210","08/13/2024","01:35P","FIRE HYDRANT","043","BX","TRAFFIC"
"RLTU02","FL","PAS","9142874798","07/12/2024",,,,,
"TBU54T","NJ","PAS","9142925678","07/13/2024",,,,,
"S1920032","GA","PAS","9142947820","08/03/2024","07:54A","NO PARKING-STREET CLEANING","046","BX","TRAFFIC"
"MHD5749","PA","PAS","9142951318","07/21/2024","08:24A","FIRE HYDRANT","047","BX","TRAFFIC"
"MCM9370","PA","PAS","9143013247","07/24/2024",,,,,
"HLF7061","NY","PAS","9143077950","08/02/2024","08:18A","NO PARKING-STREET CLEANING","044","BX","TRAFFIC"
"IZ","FL","PAS","9143089963","08/09/2024","02:04P","SAFETY ZONE","049","BX","TRAFFIC"
"S1866521","GA","PAS","9143100272","07/09/2024",,,,,
"PANCHOO","NY","SRF","9143164286","08/05/2024","07:43A","FIRE HYDRANT","102","Q","TRAFFIC"
"LAV7256","NY","PAS","9143174358","08/13/2024","11:19A","FIRE HYDRANT","102","Q","TRAFFIC"
"S42HLR","NJ","PAS","9143187699","07/27/2024","07:44A","NO PARKING-STREET CLEANING","109","Q","TRAFFIC"
"957193T","NJ","PAS","9143223114","07/26/2024","04:29P","FIRE HYDRANT","001","NY","TRAFFIC"
"MCX3761","PA","PAS","9143277100","07/27/2024","09:21A","FIRE HYDRANT","072","K","TRAFFIC"
"BLANKPLATE","99","999","9143298564","08/20/2024","11:26A","SIDEWALK","071","K","TRAFFIC"
"8BGW145","ID","PAS","9143305131","07/18/2024",,,,,
"HKH1265","PA","PAS","9143346868","07/25/2024","01:56P","FIRE HYDRANT","005","NY","TRAFFIC"
"311AC0","SC","PAS","9143354403","07/25/2024","08:04A","NO STANDING-COMM METER ZONE","014","NY","TRAFFIC"
"TMM8819","VA","PAS","9143430934","07/25/2024","10:42A","TRAFFIC LANE","001","NY","TRAFFIC"
"17H2072","CA","PAS","9143431598","07/31/2024","12:19P","SAFETY ZONE","001","NY","TRAFFIC"
"36544","CT","TMP","9143474706","08/06/2024","01:28P","FIRE HYDRANT","026","NY","TRAFFIC"
"JCE8682","OH","PAS","9143498243","08/13/2024","09:20A","DOUBLE PARKING","045","BX","TRAFFIC"
"R891901","IN","PAS","9143591917","08/08/2024","02:08P","FIRE HYDRANT","109","Q","TRAFFIC"
"BG64742","CT","COM","9143627201","07/23/2024",,,,,
"A97PVT","NJ","PAS","9143649415","08/23/2024","12:35P","FAIL TO DSPLY MUNI METER RECPT","010","NY","TRAFFIC"
"B93RRS","NJ","PAS","9143660009","07/13/2024",,,,,
"T87SKA","NJ","PAS","9143664763","09/04/2024","12:37P","FIRE HYDRANT","005","NY","TRAFFIC"
"601255","NE","PAS","9143726525","07/31/2024","10:58A","NO STANDING-BUS STOP","033","NY","TRAFFIC"
"DT34850","AL","PAS","9143731090","09/21/2024","07:38A","DOUBLE PARKING","028","NY","TRAFFIC"
"S1929208","GA","PAS","9143745854","07/16/2024",,,,,
"B11SAY","NJ","PAS","9143774532","07/24/2024",,,,,
"VMS901","SC","PAS","9143821388","07/30/2024","09:24A","NO PARKING-STREET CLEANING","075","K","TRAFFIC"
"KVE4781","PA","PAS","9143840530","07/18/2024",,,,,
"LND3023","NY","PAS","9143899377","09/18/2024","02:52P","FRONT OR BACK PLATE MISSING","114","Q","TRAFFIC"
"2463970","ME","PAS","9143902418","10/05/2024","11:21A","DETACHED TRAILER","108","Q","TRAFFIC"
"5301641","ME","PAS","9143962968","08/23/2024","04:49P","DETACHED TRAILER","017","NY","TRAFFIC"
"X17RVT","NJ","PAS","9143989007","08/01/2024","03:01P","NO STANDING-COMM METER ZONE","018","NY","TRAFFIC"
"LWC1469","PA","PAS","9144070998","07/20/2024",,,,,
"LYL740","MS","PAS","9144077336","07/24/2024",,,,,
"SOMEONEE","NY","SRF","9144097815","08/05/2024","08:12A","SIDEWALK","102","Q","TRAFFIC"
"MRJ0461","TX","PAS","9144127108","07/25/2024","07:15A","FIRE HYDRANT","104","Q","TRAFFIC"
"TPU2184","VA","PAS","9144134332","08/11/2024","00:52A","FIRE HYDRANT","104","Q","TRAFFIC"
"76DMDB","FL","PAS","9144136523","07/30/2024","02:33P","CROSSWALK","109","Q","TRAFFIC"
"XPFA48","NJ","PAS","9144181814","08/02/2024","09:29A","NO STANDING-BUS LANE","009","NY","TRAFFIC"
"BM49DG","FL","PAS","9144238095","07/22/2025","05:31P","NO STANDING-COMM METER ZONE","013","NY","TRAFFIC"
"538HWO","MA","PAS","9144302484","12/10/2024","08:39A","NO PARKING-STREET CLEANING","019","NY","TRAFFIC"
"414KE","NJ","PAS","9144328114","07/31/2024","11:07A","NO PARKING-DAY/TIME LIMITS","046","BX","TRAFFIC"
"3AX9906","MD","PAS","9144331770","07/20/2024",,,,,
"S2008992","GA","PAS","9144338132","09/04/2024","07:47A","FIRE HYDRANT","052","BX","TRAFFIC"
"RJK9797","NC","PAS","9144343218","08/28/2024","03:04A","FIRE HYDRANT","042","BX","TRAFFIC"
"KTP6875","PA","PAS","9144351501","07/26/2024","04:05P","FIRE HYDRANT","046","BX","TRAFFIC"
"S1983257","GA","PAS","9144363576","08/31/2024","08:26A","FIRE HYDRANT","048","BX","TRAFFIC"
"GNP4242","PA","PAS","9144367703","07/22/2024",,,,,
"S1824633","GA","PAS","9144381001","07/30/2024","01:32P","FIRE HYDRANT","061","K","TRAFFIC"
"ZVD5579","PA","PAS","9144393799","08/04/2024","02:24P","FIRE HYDRANT","066","K","TRAFFIC"
"UFJ7297","VA","PAS","9144416015","07/18/2024",,,,,
"LEL7956","NY","PAS","9144421564","08/09/2024","12:58P","FIRE HYDRANT","090","K","TRAFFIC"
"P41LD","NJ","PAS","9144509443","09/05/2024","07:36A","NO PARKING-STREET CLEANING","014","NY","TRAFFIC"
"YARY87","OR","PAS","9144531187","07/24/2024",,,,,
"46500NE","NY","COM","9144547420","08/15/2024","05:27P","NO STANDING-DAY/TIME LIMITS","014","NY","TRAFFIC"
"K60928K","PA","PAS","9144616739","07/26/2024","02:06A","CROSSWALK","052","BX","TRAFFIC"
"LJF5601","PA","PAS","9144639570","07/30/2024","06:40A","CROSSWALK","044","BX","TRAFFIC"
"FXD2869","NY","PAS","9144706194","07/30/2024","09:24A","NO PARKING-STREET CLEANING","102","Q","TRAFFIC"
"X202005","IL","PAS","9144750274","07/22/2024",,,,,
"449WJV","CT","PAS","9144775891","07/30/2024","02:08P","FIRE HYDRANT","001","NY","TRAFFIC"
"933252T","NJ","PAS","9144804672","08/17/2024","01:09P","FIRE HYDRANT","052","BX","TRAFFIC"
"ZWC0009","PA","PAS","9144827659","08/16/2024","02:05P","FIRE HYDRANT","049","BX","TRAFFIC"
"U50LXU","NJ","PAS","9144863408","08/06/2024","01:48P","FIRE HYDRANT","108","Q","TRAFFIC"
"AZ13534","AZ","PAS","9144901471","08/02/2024","12:00P","NO PARKING-STREET CLEANING","023","NY","TRAFFIC"
"BC68621","CT","PAS","9144918896","08/25/2024","12:13P","FIRE HYDRANT","049","BX","TRAFFIC"
"ZVV6087","PA","PAS","9144945553","07/21/2024",,,,,
"1AG73R","MA","APP","9144973240","08/08/2024","06:56A","DOUBLE PARKING","014","NY","TRAFFIC"
"HZY2866","PA","PAS","9145001285","07/28/2024","11:48A","FIRE HYDRANT","025","NY","TRAFFIC"
"30968JX3","NY","COM","9145007380","07/29/2024","06:37P","DOUBLE PARKING","019","NY","TRAFFIC"
"BR32308","CT","CMB","9145008887","08/02/2024","12:32P","NO STANDING-EXC. TRUCK LOADING","019","NY","TRAFFIC"
"LXZ3086","PA","PAS","9145057229","08/04/2024","07:40A","FIRE HYDRANT","046","BX","TRAFFIC"
"TKX4486","VA","PAS","9145061634","08/03/2024","11:27A","FIRE HYDRANT","052","BX","TRAFFIC"
"TAG4394","VA","PAS","9145068940","10/08/2025","02:46P","FIRE HYDRANT","045","BX","TRAFFIC"
"56BETR","FL","PAS","9145099870","08/01/2024","07:38A","FIRE HYDRANT","073","K","TRAFFIC"
"LRK9624","PA","PAS","9145149057","08/15/2024","04:54P","EXPIRED MUNI METER","114","Q","TRAFFIC"
"0AMAE3","CT","PAS","9145155070","07/24/2024",,,,,
"LGX7549","NY","PAS","9145176085","08/09/2024","10:20A","FIRE HYDRANT","109","Q","TRAFFIC"
"XNMH94","NJ","PAS","9145232921","08/03/2024","06:22P","FAIL TO DSPLY MUNI METER RECPT","009","NY","TRAFFIC"
"C350725","CT","CMB","9145273066","11/29/2024","06:09P","NO STANDING-DAY/TIME LIMITS","018","NY","TRAFFIC"
"714UHS","CT","999","9145325844","08/02/2024","12:41P","FIRE HYDRANT","046","BX","TRAFFIC"
"RDM4193","TX","PAS","9145378630","08/21/2024","12:23P","VIN OBSCURED","070","K","TRAFFIC"
"DTD5088","PA","PAS","9145409754","08/09/2024","06:50A","NO STANDING-DAY/TIME LIMITS","075","K","TRAFFIC"
"UGY6459","VA","PAS","9145485094","07/26/2024","12:08P","FIRE HYDRANT","110","Q","TRAFFIC"
"LKA3385","NY","PAS","9145492335","08/15/2024","11:58A","DOUBLE PARKING","114","Q","TRAFFIC"
"T82UUK","NJ","PAS","9145494083","09/19/2024","02:21P","FIRE HYDRANT","115","Q","TRAFFIC"
"AU17123","CT","PAS","9145506103","08/02/2024","12:26P","FIRE HYDRANT","013","NY","TRAFFIC"
"925BRB","NY","MOT","9145559806","09/13/2024","10:30A","SIDEWALK","010","NY","TRAFFIC"
"S1963031","GA","PAS","9145600302","07/25/2024","02:41P","FIRE HYDRANT","033","NY","TRAFFIC"
"LNN3938","PA","PAS","9145643829","08/13/2024","07:40A","SAFETY ZONE","023","NY","TRAFFIC"
"H52KSC","NJ","PAS","9145649777","08/30/2024","01:03P","DOUBLE PARKING","052","BX","TRAFFIC"
"B89DMS","NJ","PAS","9145664602","08/26/2024","10:10A","DOUBLE PARKING","066","K","TRAFFIC"
"BB98279","CT","999","9145696561","07/30/2024","09:30P","FIRE HYDRANT","060","K","TRAFFIC"
"S58SMZ","NJ","PAS","9145760731","07/29/2024","04:55P","EXPIRED MUNI METER","114","Q","TRAFFIC"
"RKIJ20","FL","PAS","9145830770","07/30/2024","01:51P","NO STANDING-COMM METER ZONE","018","NY","TRAFFIC"
"AB06961","CT","COM","9145873380","08/21/2024","11:35A","EXPIRED MUNI METER","019","NY","TRAFFIC"
"LXZ5216","PA","PAS","9145910741","07/30/2024","11:54A","NO PARKING-STREET CLEANING","044","BX","TRAFFIC"
"S1988244","GA","PAS","9145920527","08/14/2024","09:41A","NO STOPPING-DAY/TIME LIMITS","048","BX","TRAFFIC"
"FJA0820","PA","PAS","9145956066","08/05/2024","01:44P","WRONG WAY","078","K","TRAFFIC"
"574VR8","MA","999","9145973714","08/10/2024","09:31A","FAIL TO DSPLY MUNI METER RECPT","061","K","TRAFFIC"
"C57CHP","NJ","PAS","9146064242","08/14/2024","04:53P","NO PARKING-DAY/TIME LIMITS","103","Q","TRAFFIC"
"AH37133","AZ","PAS","9146110562","07/31/2024","02:29P","FIRE HYDRANT","109","Q","TRAFFIC"
"L69FXM","NJ","PAS","9146165174","08/13/2024","02:24P","FIRE HYDRANT","019","NY","TRAFFIC"
"KYH2486","NY","PAS","9146168771","09/07/2024","03:24P","FIRE HYDRANT","028","NY","TRAFFIC"
"ER39540","IL","PAS","9146231043","08/02/2024","07:07A","CROSSWALK","104","Q","TRAFFIC"
"CF23125","NY","TRL","9146234998","08/15/2024","11:04A","DETACHED TRAILER","101","Q","TRAFFIC"
"C73JEC","NJ","PAS","9146278928","09/14/2024","08:20A","FIRE HYDRANT","045","BX","TRAFFIC"
"AVF4262","WA","PAS","9146282543","08/13/2024","09:05A","FIRE HYDRANT","049","BX","TRAFFIC"
"XKZB20","NJ","PAS","9146322190","08/15/2024","02:01P","NO PARKING-DAY/TIME LIMITS","006","NY","TRAFFIC"
"90527NC","NY","COM","9146328907","08/14/2024","09:29A","DOUBLE PARKING","009","NY","TRAFFIC"
"LTH6207","PA","PAS","9146336904","08/15/2024","12:16P","NO STANDING-EXC. TRUCK LOADING","006","NY","TRAFFIC"
"TTJ4274","NC","PAS","9146414630","08/17/2024","08:57A","FAIL TO DSPLY MUNI METER RECPT","025","NY","TRAFFIC"
"83480PC","NY","APP","9146416663","08/02/2024","01:10P","BIKE LANE","028","NY","TRAFFIC"
"ENF0128","PA","PAS","9146539402","08/24/2024","11:57A","FIRE HYDRANT","122","R","TRAFFIC"
"17906NE","NY","COM","9146561468","08/02/2024","09:12A","SIDEWALK","102","Q","TRAFFIC"
"NXYL63","NJ","PAS","9146627327","08/07/2024","01:11P","DOUBLE PARKING","005","NY","TRAFFIC"
"PR5789D","PA","PAS","9146632657","08/30/2024","12:41P","NO STANDING-COMM METER ZONE","001","NY","TRAFFIC"
"AOA02C7","AL","PAS","9146645809","08/07/2024","04:41P","NO STANDING-DAY/TIME LIMITS","018","NY","TRAFFIC"
"0337RF","MI","PAS","9146656613","08/05/2024","02:24P","NO STANDING-COMM METER ZONE","018","NY","TRAFFIC"
"USV51E","NJ","PAS","9146671444","08/13/2024","02:39P","NO PARKING-DAY/TIME LIMITS","114","Q","TRAFFIC"
"ZKG7371","NY","PAS","9146720017","08/31/2024","03:30A","FIRE HYDRANT","044","BX","TRAFFIC"
"2JA313","SD","PAS","9146736578","08/14/2024","08:21A","FIRE HYDRANT","067","K","TRAFFIC"
"L15SFG","NJ","PAS","9146837036","08/12/2024","09:44A","CROSSWALK","103","Q","TRAFFIC"
"A550562","IL","PAS","9146894664","09/17/2024","11:22A","NO PARKING-STREET CLEANING","109","Q","TRAFFIC"
"V25140","MA","COM","9146903331","08/15/2024","02:20P","BIKE LANE","006","NY","TRAFFIC"
"54243MN","NY","COM","9146907506","08/10/2024","02:30P","DOUBLE PARKING","009","NY","TRAFFIC"
"43Z189","SD","PAS","9146928364","08/15/2024","09:29A","VIN OBSCURED","010","NY","TRAFFIC"
"MFY1990","PA","PAS","9146948065","08/20/2024","01:05P","EXPIRED MUNI METER","007","NY","TRAFFIC"
"BH11355","CT","PAS","9146955537","08/05/2024","12:30P","FIRE HYDRANT","014","NY","TRAFFIC"
"5985","NJ","PAS","9146962645","08/09/2024","04:23P","MISUSE PARKING PERMIT","018","NY","TRAFFIC"
"1ALN73U","ID","PAS","9147011040","10/03/2024","01:38A","FIRE HYDRANT","010","NY","TRAFFIC"
"S1965147","GA","PAS","9147030033","07/31/2024","06:53A","FIRE HYDRANT","050","BX","TRAFFIC"
"Z996169","NJ","PAS","9147034282","08/12/2024","05:34A","FIRE HYDRANT","041","BX","TRAFFIC"
"S1972973","GA","PAS","9147040051","07/30/2024","06:55A","VIN OBSCURED","067","K","TRAFFIC"
"5Z0K513","CA","PAS","9147062551","08/22/2024","03:03P","NO STANDING-EXC. TRUCK LOADING","094","K","TRAFFIC"
"Y022J","UT","PAS","9147080840","08/01/2024","12:20P","FIRE HYDRANT","077","K","TRAFFIC"
"L8DRE","FL","PAS","9147151250","09/08/2024","06:45A","FIRE HYDRANT","013","NY","TRAFFIC"
"RD0001","MT","PAS","9147152450","09/21/2024","01:21P","FIRE HYDRANT","013","NY","TRAFFIC"
"68785M","ND","PAS","9147183883","08/27/2024","09:21A","NO STANDING-COMM METER ZONE","018","NY","TRAFFIC"
"VZ489","RI","PAS","9147235100","08/01/2024","10:07A","NO STANDING-DAY/TIME LIMITS","023","NY","TRAFFIC"
"DB91658","NC","PAS","9147272338","07/31/2024","11:25A","DETACHED TRAILER","042","BX","TRAFFIC"
"5235V43","TX","PAS","9147276642","08/15/2024","01:03P","FIRE HYDRANT","049","BX","TRAFFIC"
"2692539","IL","PAS","9147322470","08/29/2024","03:12P","VIN OBSCURED","062","K","TRAFFIC"
